,file,ph seq,transcript
228,MAN_AT_305_Z7A,sil z_B iy_I r_I ow_E s_B eh_I v_I ah_I n_E sil, zero seven
229,MAN_AT_306_ZA,sil z_B iy_I r_I ow_E sil, zero
230,MAN_AT_307_ZB,sil z_B iy_I r_I ow_E sil, zero
231,MAN_AT_308_ZZA,sil z_B iy_I r_I ow_E z_B iy_I r_I ow_E sil, zero zero
232,MAN_BC_309_3ZA,sil th_B r_I iy_E z_B iy_I r_I ow_E sil, three zero
233,MAN_BC_310_6A,sil s_B ih_I k_I s_E sil, six
234,MAN_BC_311_147OOA,sil hh_B w_I ah_I n_E f_B ao_I r_E s_B eh_I v_I ah_I n_E ow_S ow_S sil, one four seven oh oh
235,MAN_BC_312_14O1A,sil hh_B w_I ah_I n_E f_B ao_I r_E ow_S hh_B w_I ah_I n_E sil, one four oh one
236,MAN_BC_313_15ZZ277A,sil hh_B w_I ah_I n_E f_B ay_I v_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E t_B uw_E s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E sil, one five zero zero two seven seven
237,MAN_BC_314_187ZA,sil hh_B w_I ah_I n_E ey_B t_E s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E sil, one eight seven zero
238,MAN_BC_315_1A,sil hh_B w_I ah_I n_E sil, one
239,MAN_BC_316_1B,sil hh_B w_I ah_I n_E sil, one
240,MAN_BC_317_1O35217A,sil hh_B w_I ah_I n_E ow_S th_B r_I iy_E f_B ay_I v_E t_B uw_E hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E sil, one oh three five two one seven
241,MAN_BC_318_21A,sil t_B uw_E hh_B w_I ah_I n_E sil, two one
242,MAN_BC_319_226A,sil t_B uw_E t_B uw_E s_B ih_I k_I s_E sil, two two six
243,MAN_BC_320_25ZA,sil t_B uw_E f_B ay_I v_E z_B iy_I r_I ow_E sil, two five zero
244,MAN_BC_321_2A,sil t_B uw_E sil, two
245,MAN_BC_322_2B,sil t_B uw_E sil, two
246,MAN_BC_323_2Z5Z8A,sil t_B uw_E z_B iy_I r_I ow_E f_B ay_I v_E z_B iy_I r_I ow_E ey_B t_E sil, two zero five zero eight
247,MAN_BC_324_2ZA,sil t_B uw_E z_B iy_I r_I ow_E sil, two zero
248,MAN_BC_325_311Z656A,sil th_B r_I iy_E hh_B w_I ah_I n_E hh_B w_I ah_I n_E z_B iy_I r_I ow_E s_B ih_I k_I s_E f_B ay_I v_E s_B ih_I k_I s_E sil, three one one zero six five six
249,MAN_BC_326_37348A,sil th_B r_I iy_E s_B eh_I v_I ah_I n_E th_B r_I iy_E f_B ao_I r_E ey_B t_E sil, three seven three four eight
250,MAN_BC_327_3A,sil th_B r_I iy_E sil, three
251,MAN_BC_328_3B,sil th_B r_I iy_E sil, three
252,MAN_BC_329_3O79A,sil th_B r_I iy_E ow_S s_B eh_I v_I ah_I n_E n_B ay_I n_E sil, three oh seven nine
253,MAN_BC_330_3ZB,sil th_B r_I iy_E z_B iy_I r_I ow_E sil, three zero
254,MAN_BC_331_41A,sil f_B ao_I r_E hh_B w_I ah_I n_E sil, four one
255,MAN_BC_332_4336463A,sil f_B ao_I r_E th_B r_I iy_E th_B r_I iy_E s_B ih_I k_I s_E f_B ao_I r_E s_B ih_I k_I s_E th_B r_I iy_E sil, four three three six four six three
256,MAN_BC_333_446A,sil f_B ao_I r_E f_B ao_I r_E s_B ih_I k_I s_E sil, four four six
257,MAN_BC_334_4518395A,sil f_B ao_I r_E f_B ay_I v_E hh_B w_I ah_I n_E ey_B t_E th_B r_I iy_E n_B ay_I n_E f_B ay_I v_E sil, four five one eight three nine five
258,MAN_BC_335_472A,sil f_B ao_I r_E s_B eh_I v_I ah_I n_E t_B uw_E sil, four seven two
259,MAN_BC_336_4A,sil f_B ao_I r_E sil, four
260,MAN_BC_337_4B,sil f_B ao_I r_E sil, four
261,MAN_BC_338_536A,sil f_B ay_I v_E th_B r_I iy_E s_B ih_I k_I s_E sil, five three six
262,MAN_BC_339_54A,sil f_B ay_I v_E f_B ao_I r_E sil, five four
263,MAN_BC_340_5811244A,sil f_B ay_I v_E ey_B t_E hh_B w_I ah_I n_E sil hh_B w_I ah_I n_E t_B uw_E f_B ao_I r_E f_B ao_I r_E sil, five eight one one two four four
264,MAN_BC_341_58A,sil f_B ay_I v_E ey_B t_E sil, five eight
265,MAN_BC_342_5A,sil f_B ay_I v_E sil, five
266,MAN_BC_343_5B,sil f_B ay_I v_E sil, five
267,MAN_BC_344_5O38523A,sil f_B ay_I v_E ow_S th_B r_I iy_E ey_B t_E f_B ay_I v_E t_B uw_E th_B r_I iy_E sil, five oh three eight five two three
268,MAN_BC_345_66Z9A,sil s_B ih_I k_I s_E s_B ih_I k_I s_E z_B iy_I r_I ow_E n_B ay_I n_E sil, six six zero nine
269,MAN_BC_346_67A,sil s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E sil, six seven
270,MAN_BC_347_687A,sil s_B ih_I k_I s_E ey_B t_E s_B eh_I v_I ah_I n_E sil, six eight seven
271,MAN_BC_348_699A,sil s_B ih_I k_I s_E n_B ay_I n_E n_B ay_I n_E sil, six nine nine
272,MAN_BC_349_6B,sil s_B ih_I k_I s_E sil, six
273,MAN_BC_350_6O92OO4A,sil s_B ih_I k_I s_E ow_S n_B ay_I n_E t_B uw_E ow_S ow_S f_B ao_I r_E sil, six oh nine two oh oh four
274,MAN_BC_351_71ZA,sil s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E z_B iy_I r_I ow_E sil, seven one zero
275,MAN_BC_352_73O8A,sil s_B eh_I v_I ah_I n_E th_B r_I iy_E ow_S ey_B t_E sil, seven three oh eight
276,MAN_BC_353_75A,sil s_B eh_I v_I ah_I n_E f_B ay_I v_E sil, seven five
277,MAN_BC_354_76A,sil s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E sil, seven six
278,MAN_BC_355_78O1A,sil s_B eh_I v_I ah_I n_E ey_B t_E ow_S hh_B w_I ah_I n_E sil, seven eight oh one
279,MAN_BC_356_7A,sil s_B eh_I v_I ah_I n_E sil, seven
280,MAN_BC_357_7B,sil s_B eh_I v_I ah_I n_E sil, seven
281,MAN_BC_358_816A,sil ey_B t_E hh_B w_I ah_I n_E s_B ih_I k_I s_E sil, eight one six
282,MAN_BC_359_8327826A,sil ey_B t_E th_B r_I iy_E t_B uw_E s_B eh_I v_I ah_I n_E ey_B t_E t_B uw_E s_B ih_I k_I s_E sil, eight three two seven eight two six
283,MAN_BC_360_89A,sil ey_B t_E n_B ay_I n_E sil, eight nine
284,MAN_BC_361_8A,sil ey_B t_E sil, eight
285,MAN_BC_362_8B,sil ey_B t_E sil, eight
286,MAN_BC_363_8OOA,sil ey_B t_E ow_S ow_S sil, eight oh oh
287,MAN_BC_364_8ZZ7559A,sil ey_B t_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E s_B eh_I v_I ah_I n_E f_B ay_I v_E f_B ay_I v_E n_B ay_I n_E sil, eight zero zero seven five five nine
288,MAN_BC_365_9253A,sil n_B ay_I n_E t_B uw_E f_B ay_I v_E th_B r_I iy_E sil, nine two five three
289,MAN_BC_366_93324A,sil n_B ay_I n_E th_B r_I iy_E th_B r_I iy_E t_B uw_E f_B ao_I r_E sil, nine three three two four
290,MAN_BC_367_94291A,sil n_B ay_I n_E f_B ao_I r_E t_B uw_E n_B ay_I n_E hh_B w_I ah_I n_E sil, nine four two nine one
291,MAN_BC_368_966ZA,sil n_B ay_I n_E s_B ih_I k_I s_E s_B ih_I k_I s_E z_B iy_I r_I ow_E sil, nine six six zero
292,MAN_BC_369_9896A,sil n_B ay_I n_E ey_B t_E n_B ay_I n_E s_B ih_I k_I s_E sil, nine eight nine six
293,MAN_BC_370_9A,sil n_B ay_I n_E sil, nine
294,MAN_BC_371_9B,sil n_B ay_I n_E sil, nine
295,MAN_BC_372_O4O2A,sil ow_S f_B ao_I r_E ow_S t_B uw_E sil, oh four oh two
296,MAN_BC_373_O5564A,sil ow_S f_B ay_I v_E f_B ay_I v_E s_B ih_I k_I s_E f_B ao_I r_E sil, oh five five six four
297,MAN_BC_374_O57651OA,sil ow_S f_B ay_I v_E s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E f_B ay_I v_E hh_B w_I ah_I n_E ow_S sil, oh five seven six five one oh
298,MAN_BC_375_O6293A,sil ow_S s_B ih_I k_I s_E t_B uw_E n_B ay_I n_E th_B r_I iy_E sil, oh six two nine three
299,MAN_BC_376_O84O7A,sil ow_S ey_B t_E f_B ao_I r_E sil ow_S s_B eh_I v_I ah_I n_E sil, oh eight four oh seven
300,MAN_BC_377_OA,sil ow_S sil, oh
301,MAN_BC_378_OB,sil ow_S sil, oh
302,MAN_BC_379_Z16ZA,sil z_B iy_I r_I ow_E hh_B w_I ah_I n_E s_B ih_I k_I s_E z_B iy_I r_I ow_E sil, zero one six zero
303,MAN_BC_380_Z2ZA,sil z_B iy_I r_I ow_E t_B uw_E z_B iy_I r_I ow_E sil, zero two zero
304,MAN_BC_381_Z549ZA,sil z_B iy_I r_I ow_E f_B ay_I v_E f_B ao_I r_E n_B ay_I n_E z_B iy_I r_I ow_E sil, zero five four nine zero
305,MAN_BC_382_Z6772A,sil z_B iy_I r_I ow_E s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E t_B uw_E sil, zero six seven seven two
306,MAN_BC_383_ZA,sil z_B iy_I r_I ow_E sil, zero
307,MAN_BC_384_ZB,sil z_B iy_I r_I ow_E sil, zero
308,MAN_BC_385_ZZ131A,sil z_B iy_I r_I ow_E z_B iy_I r_I ow_E hh_B w_I ah_I n_E th_B r_I iy_E hh_B w_I ah_I n_E sil, zero zero one three one
309,MAN_BE_386_3B,sil th_B r_I iy_E sil, three
310,MAN_BE_387_6A,sil s_B ih_I k_I s_E sil, six
311,MAN_BE_388_1224A,sil hh_B w_I ah_I n_E t_B uw_E t_B uw_E f_B ao_I r_E sil, one two two four
312,MAN_BE_389_12381A,sil hh_B w_I ah_I n_E t_B uw_E th_B r_I iy_E ey_B t_E hh_B w_I ah_I n_E sil, one two three eight one
313,MAN_BE_390_138A,sil hh_B w_I ah_I n_E th_B r_I iy_E ey_B t_E sil, one three eight
314,MAN_BE_391_14A,sil hh_B w_I ah_I n_E f_B ao_I r_E sil, one four
315,MAN_BE_392_17592A,sil hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E f_B ay_I v_E n_B ay_I n_E t_B uw_E sil, one seven five nine two
316,MAN_BE_393_1A,sil hh_B w_I ah_I n_E sil, one
317,MAN_BE_394_1B,sil hh_B w_I ah_I n_E sil, one
318,MAN_BE_395_21OA,sil t_B uw_E hh_B w_I ah_I n_E ow_S sil, two one oh
319,MAN_BE_396_234525ZA,sil t_B uw_E th_B r_I iy_E f_B ao_I r_E sil f_B ay_I v_E t_B uw_E f_B ay_I v_E z_B iy_I r_I ow_E sil, two three four five two five zero
320,MAN_BE_397_26Z4A,sil t_B uw_E s_B ih_I k_I s_E z_B iy_I r_I ow_E f_B ao_I r_E sil, two six zero four
321,MAN_BE_398_2A,sil t_B uw_E sil, two
322,MAN_BE_399_2B,sil t_B uw_E sil, two
323,MAN_BE_400_2Z2A,sil t_B uw_E z_B iy_I r_I ow_E t_B uw_E sil, two zero two
324,MAN_BE_401_2Z66A,sil t_B uw_E z_B iy_I r_I ow_E s_B ih_I k_I s_E s_B ih_I k_I s_E sil, two zero six six
325,MAN_BE_402_3117A,sil th_B r_I iy_E hh_B w_I ah_I n_E hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E sil, three one one seven
326,MAN_BE_403_35A,sil th_B r_I iy_E f_B ay_I v_E sil, three five
327,MAN_BE_404_36O4O69A,sil th_B r_I iy_E s_B ih_I k_I s_E ow_S f_B ao_I r_E ow_S sil s_B ih_I k_I s_E n_B ay_I n_E sil, three six oh four oh six nine
328,MAN_BE_405_39A,sil th_B r_I iy_E n_B ay_I n_E sil, three nine
329,MAN_BE_406_3A,sil th_B r_I iy_E sil, three
330,MAN_BE_407_3ZZ5A,sil th_B r_I iy_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E f_B ay_I v_E sil, three zero zero five
331,MAN_BE_408_4167478A,sil f_B ao_I r_E hh_B w_I ah_I n_E s_B ih_I k_I s_E sil s_B eh_I v_I ah_I n_E f_B ao_I r_E s_B eh_I v_I ah_I n_E ey_B t_E sil, four one six seven four seven eight
332,MAN_BE_409_41ZZA,sil f_B ao_I r_E hh_B w_I ah_I n_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E sil, four one zero zero
333,MAN_BE_410_42914A,sil f_B ao_I r_E t_B uw_E n_B ay_I n_E hh_B w_I ah_I n_E f_B ao_I r_E sil, four two nine one four
334,MAN_BE_411_432151OA,sil f_B ao_I r_E th_B r_I iy_E t_B uw_E sil hh_B w_I ah_I n_E f_B ay_I v_E hh_B w_I ah_I n_E ow_S sil, four three two one five one oh
335,MAN_BE_412_495A,sil f_B ao_I r_E n_B ay_I n_E f_B ay_I v_E sil, four nine five
336,MAN_BE_413_4A,sil f_B ao_I r_E sil, four
337,MAN_BE_414_4B,sil f_B ao_I r_E sil, four
338,MAN_BE_415_52A,sil f_B ay_I v_E t_B uw_E sil, five two
339,MAN_BE_416_551A,sil f_B ay_I v_E f_B ay_I v_E hh_B w_I ah_I n_E sil, five five one
340,MAN_BE_417_56A,sil f_B ay_I v_E s_B ih_I k_I s_E sil, five six
341,MAN_BE_418_57O2A,sil f_B ay_I v_E s_B eh_I v_I ah_I n_E ow_S t_B uw_E sil, five seven oh two
342,MAN_BE_419_58A,sil f_B ay_I v_E ey_B t_E sil, five eight
343,MAN_BE_420_5A,sil f_B ay_I v_E sil, five
344,MAN_BE_421_5B,sil f_B ay_I v_E sil, five
345,MAN_BE_422_628A,sil s_B ih_I k_I s_E t_B uw_E ey_B t_E sil, six two eight
346,MAN_BE_423_63A,sil s_B ih_I k_I s_E th_B r_I iy_E sil, six three
347,MAN_BE_424_68265A,sil s_B ih_I k_I s_E ey_B t_E t_B uw_E s_B ih_I k_I s_E f_B ay_I v_E sil, six eight two six five
348,MAN_BE_425_68A,sil s_B ih_I k_I s_E ey_B t_E sil, six eight
349,MAN_BE_426_6B,sil s_B ih_I k_I s_E sil, six
350,MAN_BE_427_6Z483A,sil s_B ih_I k_I s_E z_B iy_I r_I ow_E f_B ao_I r_E ey_B t_E th_B r_I iy_E sil, six zero four eight three
351,MAN_BE_428_71376A,sil s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E th_B r_I iy_E s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E sil, seven one three seven six
352,MAN_BE_429_7256A,sil s_B eh_I v_I ah_I n_E t_B uw_E f_B ay_I v_E s_B ih_I k_I s_E sil, seven two five six
353,MAN_BE_430_73794A,sil s_B eh_I v_I ah_I n_E th_B r_I iy_E s_B eh_I v_I ah_I n_E n_B ay_I n_E f_B ao_I r_E sil, seven three seven nine four
354,MAN_BE_431_778A,sil s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E ey_B t_E sil, seven seven eight
355,MAN_BE_432_793A,sil s_B eh_I v_I ah_I n_E n_B ay_I n_E th_B r_I iy_E sil, seven nine three
356,MAN_BE_433_7A,sil s_B eh_I v_I ah_I n_E sil, seven
357,MAN_BE_434_7B,sil s_B eh_I v_I ah_I n_E sil, seven
358,MAN_BE_435_8242A,sil ey_B t_E t_B uw_E f_B ao_I r_E t_B uw_E sil, eight two four two
359,MAN_BE_436_86OO5A,sil ey_B t_E s_B ih_I k_I s_E sil ow_S ow_S f_B ay_I v_E sil, eight six oh oh five
360,MAN_BE_437_87ZA,sil ey_B t_E s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E sil, eight seven zero
361,MAN_BE_438_8849ZA,sil ey_B t_E ey_B t_E f_B ao_I r_E n_B ay_I n_E z_B iy_I r_I ow_E sil, eight eight four nine zero
362,MAN_BE_439_89653A,sil ey_B t_E n_B ay_I n_E s_B ih_I k_I s_E f_B ay_I v_E th_B r_I iy_E sil, eight nine six five three
363,MAN_BE_440_8A,sil ey_B t_E sil, eight
364,MAN_BE_441_8B,sil ey_B t_E sil, eight
365,MAN_BE_442_919A,sil n_B ay_I n_E hh_B w_I ah_I n_E n_B ay_I n_E sil, nine one nine
366,MAN_BE_443_9333A,sil n_B ay_I n_E th_B r_I iy_E th_B r_I iy_E th_B r_I iy_E sil, nine three three three
367,MAN_BE_444_9759462A,sil n_B ay_I n_E s_B eh_I v_I ah_I n_E f_B ay_I v_E sil n_B ay_I n_E f_B ao_I r_E s_B ih_I k_I s_E t_B uw_E sil, nine seven five nine four six two
368,MAN_BE_445_987345ZA,sil n_B ay_I n_E ey_B t_E s_B eh_I v_I ah_I n_E sil th_B r_I iy_E f_B ao_I r_E f_B ay_I v_E z_B iy_I r_I ow_E sil, nine eight seven three four five zero
369,MAN_BE_446_9892A,sil n_B ay_I n_E ey_B t_E n_B ay_I n_E t_B uw_E sil, nine eight nine two
370,MAN_BE_447_9A,sil n_B ay_I n_E sil, nine
371,MAN_BE_448_9B,sil n_B ay_I n_E sil, nine
372,MAN_BE_449_O3O8OO1A,sil ow_S sil th_B r_I iy_E ow_S sil ey_B t_E ow_S ow_S hh_B w_I ah_I n_E sil, oh three oh eight oh oh one
373,MAN_BE_450_O4A,sil ow_S f_B ao_I r_E sil, oh four
374,MAN_BE_451_O5A,sil ow_S f_B ay_I v_E sil, oh five
375,MAN_BE_452_O97A,sil ow_S n_B ay_I n_E s_B eh_I v_I ah_I n_E sil, oh nine seven
376,MAN_BE_453_O9O8O2OA,sil ow_S n_B ay_I n_E sil ow_S sil ey_B t_E sil ow_S t_B uw_E ow_S sil, oh nine oh eight oh two oh
377,MAN_BE_454_OA,sil ow_S sil, oh
378,MAN_BE_455_OB,sil ow_S sil, oh
379,MAN_BE_456_Z1163A,sil z_B iy_I r_I ow_E hh_B w_I ah_I n_E hh_B w_I ah_I n_E s_B ih_I k_I s_E th_B r_I iy_E sil, zero one one six three
380,MAN_BE_457_Z1A,sil z_B iy_I r_I ow_E hh_B w_I ah_I n_E sil, zero one
381,MAN_BE_458_Z5Z3Z86A,sil z_B iy_I r_I ow_E f_B ay_I v_E z_B iy_I r_I ow_E sil th_B r_I iy_E z_B iy_I r_I ow_E ey_B t_E s_B ih_I k_I s_E sil, zero five zero three zero eight six
382,MAN_BE_459_Z669547A,sil z_B iy_I r_I ow_E s_B ih_I k_I s_E s_B ih_I k_I s_E sil n_B ay_I n_E f_B ay_I v_E sil f_B ao_I r_E s_B eh_I v_I ah_I n_E sil, zero six six nine five four seven
383,MAN_BE_460_Z9Z8ZZ3A,sil z_B iy_I r_I ow_E n_B ay_I n_E z_B iy_I r_I ow_E sil ey_B t_E sil z_B iy_I r_I ow_E z_B iy_I r_I ow_E th_B r_I iy_E sil, zero nine zero eight zero zero three
384,MAN_BE_461_ZA,sil z_B iy_I r_I ow_E sil, zero
385,MAN_BE_462_ZB,sil z_B iy_I r_I ow_E sil, zero
386,MAN_BM_463_3O1O4A,sil th_B r_I iy_E ow_S hh_B w_I ah_I n_E ow_S f_B ao_I r_E sil, three oh one oh four
387,MAN_BM_464_6A,sil s_B ih_I k_I s_E sil, six
388,MAN_BM_465_129A,sil hh_B w_I ah_I n_E t_B uw_E n_B ay_I n_E sil, one two nine
389,MAN_BM_466_1487757A,sil hh_B w_I ah_I n_E f_B ao_I r_E ey_B t_E sil s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E f_B ay_I v_E s_B eh_I v_I ah_I n_E sil, one four eight seven seven five seven
390,MAN_BM_467_1491ZZ3A,sil hh_B w_I ah_I n_E f_B ao_I r_E n_B ay_I n_E sil hh_B w_I ah_I n_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E th_B r_I iy_E sil, one four nine one zero zero three
391,MAN_BM_468_17Z8A,sil hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E ey_B t_E sil, one seven zero eight
392,MAN_BM_469_1A,sil hh_B w_I ah_I n_E sil, one
393,MAN_BM_470_1B,sil hh_B w_I ah_I n_E sil, one
394,MAN_BM_471_1OO74A,sil hh_B w_I ah_I n_E sil ow_S ow_S s_B eh_I v_I ah_I n_E f_B ao_I r_E sil, one oh oh seven four
395,MAN_BM_472_22944O5A,sil t_B uw_E t_B uw_E n_B ay_I n_E sil f_B ao_I r_E f_B ao_I r_E ow_S f_B ay_I v_E sil, two two nine four four oh five
396,MAN_BM_473_23786A,sil t_B uw_E th_B r_I iy_E s_B eh_I v_I ah_I n_E ey_B t_E s_B ih_I k_I s_E sil, two three seven eight six
397,MAN_BM_474_23ZA,sil t_B uw_E th_B r_I iy_E z_B iy_I r_I ow_E sil, two three zero
398,MAN_BM_475_27A,sil t_B uw_E s_B eh_I v_I ah_I n_E sil, two seven
399,MAN_BM_476_28693A,sil t_B uw_E ey_B t_E s_B ih_I k_I s_E n_B ay_I n_E th_B r_I iy_E sil, two eight six nine three
400,MAN_BM_477_2A,sil t_B uw_E sil, two
401,MAN_BM_478_2B,sil t_B uw_E sil, two
402,MAN_BM_479_34Z1A,sil th_B r_I iy_E f_B ao_I r_E z_B iy_I r_I ow_E hh_B w_I ah_I n_E sil, three four zero one
403,MAN_BM_480_35548O7A,sil th_B r_I iy_E f_B ay_I v_E f_B ay_I v_E f_B ao_I r_E ey_B t_E sil ow_S s_B eh_I v_I ah_I n_E sil, three five five four eight oh seven
404,MAN_BM_481_3593A,sil th_B r_I iy_E f_B ay_I v_E n_B ay_I n_E th_B r_I iy_E sil, three five nine three
405,MAN_BM_482_3A,sil th_B r_I iy_E sil, three
406,MAN_BM_483_3B,sil th_B r_I iy_E sil, three
407,MAN_BM_484_3OOA,sil th_B r_I iy_E ow_S ow_S sil, three oh oh
408,MAN_BM_485_413A,sil f_B ao_I r_E hh_B w_I ah_I n_E th_B r_I iy_E sil, four one three
409,MAN_BM_486_4218A,sil f_B ao_I r_E t_B uw_E hh_B w_I ah_I n_E ey_B t_E sil, four two one eight
410,MAN_BM_487_463255OA,sil f_B ao_I r_E s_B ih_I k_I s_E th_B r_I iy_E sil t_B uw_E f_B ay_I v_E f_B ay_I v_E sil ow_S sil, four six three two five five oh
411,MAN_BM_488_46A,sil f_B ao_I r_E s_B ih_I k_I s_E sil, four six
412,MAN_BM_489_49158A,sil f_B ao_I r_E n_B ay_I n_E hh_B w_I ah_I n_E f_B ay_I v_E ey_B t_E sil, four nine one five eight
413,MAN_BM_490_4A,sil f_B ao_I r_E sil, four
414,MAN_BM_491_4B,sil f_B ao_I r_E sil, four
415,MAN_BM_492_51A,sil f_B ay_I v_E hh_B w_I ah_I n_E sil, five one
416,MAN_BM_493_5338A,sil f_B ay_I v_E th_B r_I iy_E th_B r_I iy_E ey_B t_E sil, five three three eight
417,MAN_BM_494_54788A,sil f_B ay_I v_E f_B ao_I r_E s_B eh_I v_I ah_I n_E ey_B t_E ey_B t_E sil, five four seven eight eight
418,MAN_BM_495_5672O24A,sil f_B ay_I v_E s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E sil t_B uw_E ow_S sil t_B uw_E f_B ao_I r_E sil, five six seven two oh two four
419,MAN_BM_496_5A,sil f_B ay_I v_E sil, five
420,MAN_BM_497_5B,sil f_B ay_I v_E sil, five
421,MAN_BM_498_5ZZA,sil f_B ay_I v_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E sil, five zero zero
422,MAN_BM_499_6151A,sil s_B ih_I k_I s_E hh_B w_I ah_I n_E f_B ay_I v_E hh_B w_I ah_I n_E sil, six one five one
423,MAN_BM_500_6257A,sil s_B ih_I k_I s_E t_B uw_E f_B ay_I v_E s_B eh_I v_I ah_I n_E sil, six two five seven
424,MAN_BM_501_65A,sil s_B ih_I k_I s_E f_B ay_I v_E sil, six five
425,MAN_BM_502_682A,sil s_B ih_I k_I s_E ey_B t_E sil t_B uw_E sil, six eight two
426,MAN_BM_503_6B,sil s_B ih_I k_I s_E sil, six
427,MAN_BM_504_6OA,sil s_B ih_I k_I s_E sil ow_S sil, six oh
428,MAN_BM_505_716A,sil s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E s_B ih_I k_I s_E sil, seven one six
429,MAN_BM_506_74A,sil s_B eh_I v_I ah_I n_E f_B ao_I r_E sil, seven four
430,MAN_BM_507_75A,sil s_B eh_I v_I ah_I n_E f_B ay_I v_E sil, seven five
431,MAN_BM_508_76A,sil s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E sil, seven six
432,MAN_BM_509_7A,sil s_B eh_I v_I ah_I n_E sil, seven
433,MAN_BM_510_7B,sil s_B eh_I v_I ah_I n_E sil, seven
434,MAN_BM_511_7Z69616A,sil s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E s_B ih_I k_I s_E sil n_B ay_I n_E s_B ih_I k_I s_E hh_B w_I ah_I n_E s_B ih_I k_I s_E sil, seven zero six nine six one six
435,MAN_BM_512_8311288A,sil ey_B t_E th_B r_I iy_E hh_B w_I ah_I n_E sil hh_B w_I ah_I n_E t_B uw_E ey_B t_E ey_B t_E sil, eight three one one two eight eight
436,MAN_BM_513_844A,sil ey_B t_E sil f_B ao_I r_E f_B ao_I r_E sil, eight four four
437,MAN_BM_514_859A,sil ey_B t_E f_B ay_I v_E n_B ay_I n_E sil, eight five nine
438,MAN_BM_515_8A,sil ey_B t_E sil, eight
439,MAN_BM_516_8B,sil ey_B t_E sil, eight
440,MAN_BM_517_8O6645OA,sil ey_B t_E sil ow_S s_B ih_I k_I s_E sil s_B ih_I k_I s_E f_B ao_I r_E f_B ay_I v_E ow_S sil, eight oh six six four five oh
441,MAN_BM_518_8Z64368A,sil ey_B t_E sil z_B iy_I r_I ow_E s_B ih_I k_I s_E sil f_B ao_I r_E th_B r_I iy_E s_B ih_I k_I s_E ey_B t_E sil, eight zero six four three six eight
442,MAN_BM_519_92ZA,sil n_B ay_I n_E t_B uw_E z_B iy_I r_I ow_E sil, nine two zero
443,MAN_BM_520_94A,sil n_B ay_I n_E f_B ao_I r_E sil, nine four
444,MAN_BM_521_95247A,sil n_B ay_I n_E f_B ay_I v_E t_B uw_E f_B ao_I r_E s_B eh_I v_I ah_I n_E sil, nine five two four seven
445,MAN_BM_522_9733A,sil n_B ay_I n_E s_B eh_I v_I ah_I n_E th_B r_I iy_E th_B r_I iy_E sil, nine seven three three
446,MAN_BM_523_9A,sil n_B ay_I n_E sil, nine
447,MAN_BM_524_9B,sil n_B ay_I n_E sil, nine
448,MAN_BM_525_9ZA,sil n_B ay_I n_E z_B iy_I r_I ow_E sil, nine zero
449,MAN_BM_526_O36O9A,sil ow_S th_B r_I iy_E s_B ih_I k_I s_E ow_S n_B ay_I n_E sil, oh three six oh nine
450,MAN_BM_527_O456A,sil ow_S f_B ao_I r_E f_B ay_I v_E s_B ih_I k_I s_E sil, oh four five six
451,MAN_BM_528_O5318A,sil ow_S f_B ay_I v_E th_B r_I iy_E hh_B w_I ah_I n_E ey_B t_E sil, oh five three one eight
452,MAN_BM_529_O6OA,sil ow_S s_B ih_I k_I s_E ow_S sil, oh six oh
453,MAN_BM_530_O81OOA,sil ow_S ey_B t_E hh_B w_I ah_I n_E ow_S ow_S sil, oh eight one oh oh
454,MAN_BM_531_OA,sil ow_S sil, oh
455,MAN_BM_532_OB,sil ow_S sil, oh
456,MAN_BM_533_Z1A,sil z_B iy_I r_I ow_E hh_B w_I ah_I n_E sil, zero one
457,MAN_BM_534_Z398A,sil z_B iy_I r_I ow_E th_B r_I iy_E n_B ay_I n_E ey_B t_E sil, zero three nine eight
