,file,transcript,hindi_target,hindi_translated
279,MAN_BC_356_816A, EIGHT ONE SIX,आठ एक छः, आठ एक छः _END
280,MAN_BC_357_8327826A, EIGHT THREE TWO SEVEN EIGHT TWO SIX,आठ तीन दो सात आठ दो छः, आठ तीन दो सात आठ दो छः _END
281,MAN_BC_358_89A, EIGHT NINE,आठ नौ, आठ नौ _END
282,MAN_BC_359_8A, EIGHT,आठ, आठ _END
283,MAN_BC_360_8B, EIGHT,आठ, आठ _END
284,MAN_BC_361_8OOA, EIGHT ZERO ZERO,आठ शून्य शून्य, आठ शून्य शून्य _END
285,MAN_BC_362_8ZZ7559A, EIGHT ZERO ZERO SEVEN FIVE FIVE NINE,आठ शून्य शून्य सात पांच पांच नौ, आठ शून्य शून्य सात पांच पांच नौ _END
286,MAN_BC_363_9253A, NINE TWO FIVE THREE,नौ दो पांच तीन, नौ दो पांच तीन _END
287,MAN_BC_364_93324A, NINE THREE THREE TWO FOUR,नौ तीन तीन दो चार, नौ तीन तीन दो चार _END
288,MAN_BC_365_94291A, NINE FOUR TWO NINE ONE,नौ चार दो नौ एक, नौ चार दो नौ एक _END
289,MAN_BC_366_966ZA, NINE SIX SIX ZERO,नौ छः छः शून्य, नौ छः छः शून्य _END
290,MAN_BC_367_9896A, NINE EIGHT NINE SIX,नौ आठ नौ छः, नौ आठ नौ छः _END
291,MAN_BC_368_9A, NINE,नौ, नौ _END
292,MAN_BC_369_9B, NINE,नौ, नौ _END
293,MAN_BC_370_O4O2A, ZERO FOUR ZERO TWO,शून्य चार शून्य दो, शून्य चार शून्य दो _END
294,MAN_BC_371_O5564A, ZERO FIVE FIVE SIX FOUR,शून्य पांच पांच छः चार, शून्य पांच पांच छः चार _END
295,MAN_BC_372_O57651OA, ZERO FIVE SEVEN SIX FIVE ONE ZERO,शून्य पांच सात छः पांच एक शून्य, शून्य पांच सात छः पांच एक शून्य _END
296,MAN_BC_373_O6293A, ZERO SIX TWO NINE THREE,शून्य छः दो नौ तीन, शून्य छः दो नौ तीन _END
297,MAN_BC_374_O84O7A, ZERO EIGHT FOUR ZERO SEVEN,शून्य आठ चार शून्य सात, शून्य आठ चार शून्य सात _END
298,MAN_BC_375_OA, ZERO,शून्य, शून्य _END
299,MAN_BC_376_OB, ZERO,शून्य, शून्य _END
300,MAN_BC_377_Z16ZA, ZERO ONE SIX ZERO,शून्य एक छः शून्य, शून्य एक छः शून्य _END
301,MAN_BC_378_Z2ZA, ZERO TWO ZERO,शून्य दो शून्य, शून्य दो शून्य _END
302,MAN_BC_379_Z549ZA, ZERO FIVE FOUR NINE ZERO,शून्य पांच चार नौ शून्य, शून्य पांच चार नौ शून्य _END
303,MAN_BC_380_Z6772A, ZERO SIX SEVEN SEVEN TWO,शून्य छः सात सात दो, शून्य छः सात सात दो _END
304,MAN_BC_381_ZA, ZERO,शून्य, शून्य _END
305,MAN_BC_382_ZB, ZERO,शून्य, शून्य _END
306,MAN_BC_383_ZZ131A, ZERO ZERO ONE THREE ONE,शून्य शून्य एक तीन एक, शून्य शून्य एक तीन एक _END
307,MAN_BE_384_3B, THREE,तीन, तीन _END
308,MAN_BE_385_6A, SIX,छः, छः _END
309,MAN_BE_386_1224A, ONE TWO TWO FOUR,एक दो दो चार, एक दो दो चार _END
310,MAN_BE_387_12381A, ONE TWO THREE EIGHT ONE,एक दो तीन आठ एक, एक दो तीन आठ एक _END
311,MAN_BE_388_138A, ONE THREE EIGHT,एक तीन आठ, एक तीन आठ _END
312,MAN_BE_389_14A, ONE FOUR,एक चार, एक चार _END
313,MAN_BE_390_17592A, ONE SEVEN FIVE NINE TWO,एक सात पांच नौ दो, एक सात पांच नौ दो _END
314,MAN_BE_391_1A, ONE,एक, एक _END
315,MAN_BE_392_1B, ONE,एक, एक _END
316,MAN_BE_393_21OA, TWO ONE ZERO,दो एक शून्य, दो एक शून्य _END
317,MAN_BE_394_234525ZA, TWO THREE FOUR FIVE TWO FIVE ZERO,दो तीन चार पांच दो पांच शून्य, दो तीन चार पांच दो पांच शून्य _END
318,MAN_BE_395_26Z4A, TWO SIX ZERO FOUR,दो छः शून्य चार, दो छः शून्य चार _END
319,MAN_BE_396_2A, TWO,दो, दो _END
320,MAN_BE_397_2B, TWO,दो, दो _END
321,MAN_BE_398_2Z2A, TWO ZERO TWO,दो शून्य दो, दो शून्य दो _END
322,MAN_BE_399_2Z66A, TWO ZERO SIX SIX,दो शून्य छः छः, दो शून्य छः छः _END
323,MAN_BE_400_3117A, THREE ONE ONE SEVEN,तीन एक एक सात, तीन एक एक सात _END
324,MAN_BE_401_35A, THREE FIVE,तीन पांच, तीन पांच _END
325,MAN_BE_402_36O4O69A, THREE SIX ZERO FOUR ZERO SIX NINE,तीन छः शून्य चार शून्य छः नौ, तीन छः शून्य चार शून्य छः नौ _END
326,MAN_BE_403_39A, THREE NINE,तीन नौ, तीन नौ _END
327,MAN_BE_404_3A, THREE,तीन, तीन _END
328,MAN_BE_405_3ZZ5A, THREE ZERO ZERO FIVE,तीन शून्य शून्य पांच, तीन शून्य शून्य पांच _END
329,MAN_BE_406_4167478A, FOUR ONE SIX SEVEN FOUR SEVEN EIGHT,चार एक छः सात चार सात आठ, चार एक छः सात चार सात आठ _END
330,MAN_BE_407_41ZZA, FOUR ONE ZERO ZERO,चार एक शून्य शून्य, चार एक शून्य शून्य _END
331,MAN_BE_408_42914A, FOUR TWO NINE ONE FOUR,चार दो नौ एक चार, चार दो नौ एक चार _END
332,MAN_BE_409_432151OA, FOUR THREE TWO ONE FIVE ONE ZERO,चार तीन दो एक पांच एक शून्य, चार तीन दो एक पांच एक शून्य _END
333,MAN_BE_410_495A, FOUR NINE FIVE,चार नौ पांच, चार नौ पांच _END
334,MAN_BE_411_4A, FOUR,चार, चार _END
335,MAN_BE_412_4B, FOUR,चार, चार _END
336,MAN_BE_413_52A, FIVE TWO,पांच दो, पांच दो _END
337,MAN_BE_414_551A, FIVE FIVE ONE,पांच पांच एक, पांच पांच एक _END
338,MAN_BE_415_56A, FIVE SIX,पांच छः, पांच छः _END
339,MAN_BE_416_57O2A, FIVE SEVEN ZERO TWO,पांच सात शून्य दो, पांच सात शून्य दो _END
340,MAN_BE_417_58A, FIVE EIGHT,पांच आठ, पांच आठ _END
341,MAN_BE_418_5A, FIVE,पांच, पांच _END
342,MAN_BE_419_5B, FIVE,पांच, पांच _END
343,MAN_BE_420_628A, SIX TWO EIGHT,छः दो आठ, छः दो आठ _END
344,MAN_BE_421_63A, SIX THREE,छः तीन, छः तीन _END
345,MAN_BE_422_68265A, SIX EIGHT TWO SIX FIVE,छः आठ दो छः पांच, छः आठ दो छः पांच _END
346,MAN_BE_423_68A, SIX EIGHT,छः आठ, छः आठ _END
347,MAN_BE_424_6B, SIX,छः, छः _END
348,MAN_BE_425_6Z483A, SIX ZERO FOUR EIGHT THREE,छः शून्य चार आठ तीन, छः शून्य चार आठ तीन _END
349,MAN_BE_426_71376A, SEVEN ONE THREE SEVEN SIX,सात एक तीन सात छः, सात एक तीन सात छः _END
350,MAN_BE_427_7256A, SEVEN TWO FIVE SIX,सात दो पांच छः, सात दो पांच छः _END
351,MAN_BE_428_73794A, SEVEN THREE SEVEN NINE FOUR,सात तीन सात नौ चार, सात तीन सात नौ चार _END
352,MAN_BE_429_778A, SEVEN SEVEN EIGHT,सात सात आठ, सात सात आठ _END
353,MAN_BE_430_793A, SEVEN NINE THREE,सात नौ तीन, सात नौ तीन _END
354,MAN_BE_431_7A, SEVEN,सात, सात _END
355,MAN_BE_432_7B, SEVEN,सात, सात _END
356,MAN_BE_433_8242A, EIGHT TWO FOUR TWO,आठ दो चार दो, आठ दो चार दो _END
357,MAN_BE_434_86OO5A, EIGHT SIX ZERO ZERO FIVE,आठ छः शून्य शून्य पांच, आठ छः शून्य शून्य पांच _END
358,MAN_BE_435_87ZA, EIGHT SEVEN ZERO,आठ सात शून्य, आठ सात शून्य _END
359,MAN_BE_436_8849ZA, EIGHT EIGHT FOUR NINE ZERO,आठ आठ चार नौ शून्य, आठ आठ चार नौ शून्य _END
360,MAN_BE_437_89653A, EIGHT NINE SIX FIVE THREE,आठ नौ छः पांच तीन, आठ नौ छः पांच तीन _END
361,MAN_BE_438_8A, EIGHT,आठ, आठ _END
362,MAN_BE_439_8B, EIGHT,आठ, आठ _END
363,MAN_BE_440_919A, NINE ONE NINE,नौ एक नौ, नौ एक नौ _END
364,MAN_BE_441_9333A, NINE THREE THREE THREE,नौ तीन तीन तीन, नौ तीन तीन तीन _END
365,MAN_BE_442_9759462A, NINE SEVEN FIVE NINE FOUR SIX TWO,नौ सात पांच नौ चार छः दो, नौ सात पांच नौ चार छः दो _END
366,MAN_BE_443_987345ZA, NINE EIGHT SEVEN THREE FOUR FIVE ZERO,नौ आठ सात तीन चार पांच शून्य, नौ आठ सात तीन चार पांच शून्य _END
367,MAN_BE_444_9892A, NINE EIGHT NINE TWO,नौ आठ नौ दो, नौ आठ नौ दो _END
368,MAN_BE_445_9A, NINE,नौ, नौ _END
369,MAN_BE_446_9B, NINE,नौ, नौ _END
370,MAN_BE_447_O3O8OO1A, ZERO THREE ZERO EIGHT ZERO ZERO ONE,शून्य तीन शून्य आठ शून्य शून्य एक, शून्य तीन शून्य आठ शून्य शून्य एक _END
371,MAN_BE_448_O4A, ZERO FOUR,शून्य चार, शून्य चार _END
372,MAN_BE_449_O5A, ZERO FIVE,शून्य पांच, शून्य पांच _END
373,MAN_BE_450_O97A, ZERO NINE SEVEN,शून्य नौ सात, शून्य नौ सात _END
374,MAN_BE_451_O9O8O2OA, ZERO NINE ZERO EIGHT ZERO TWO ZERO,शून्य नौ शून्य आठ शून्य दो शून्य, शून्य नौ शून्य आठ शून्य दो शून्य _END
375,MAN_BE_452_OA, ZERO,शून्य, शून्य _END
376,MAN_BE_453_OB, ZERO,शून्य, शून्य _END
377,MAN_BE_454_Z1163A, ZERO ONE ONE SIX THREE,शून्य एक एक छः तीन, शून्य एक एक छः तीन _END
378,MAN_BE_455_Z1A, ZERO ONE,शून्य एक, शून्य एक _END
379,MAN_BE_456_Z5Z3Z86A, ZERO FIVE ZERO THREE ZERO EIGHT SIX,शून्य पांच शून्य तीन शून्य आठ छः, शून्य पांच शून्य तीन शून्य आठ छः _END
380,MAN_BE_457_Z669547A, ZERO SIX SIX NINE FIVE FOUR SEVEN,शून्य छः छः नौ पांच चार सात, शून्य छः छः नौ पांच चार सात _END
381,MAN_BE_458_Z9Z8ZZ3A, ZERO NINE ZERO EIGHT ZERO ZERO THREE,शून्य नौ शून्य आठ शून्य शून्य तीन, शून्य नौ शून्य आठ शून्य शून्य तीन _END
382,MAN_BE_459_ZA, ZERO,शून्य, शून्य _END
383,MAN_BE_460_ZB, ZERO,शून्य, शून्य _END
384,MAN_BM_461_3O1O4A, THREE ZERO ONE ZERO FOUR,तीन शून्य एक शून्य चार, तीन शून्य एक शून्य चार _END
385,MAN_BM_462_6A, SIX,छः, छः _END
386,MAN_BM_463_129A, ONE TWO NINE,एक दो नौ, एक दो नौ _END
387,MAN_BM_464_1487757A, ONE FOUR EIGHT SEVEN SEVEN FIVE SEVEN,एक चार आठ सात सात पांच सात, एक चार आठ सात सात पांच सात _END
388,MAN_BM_465_1491ZZ3A, ONE FOUR NINE ONE ZERO ZERO THREE,एक चार नौ एक शून्य शून्य तीन, एक चार नौ एक शून्य शून्य तीन _END
389,MAN_BM_466_17Z8A, ONE SEVEN ZERO EIGHT,एक सात शून्य आठ, एक सात शून्य आठ _END
390,MAN_BM_467_1A, ONE,एक, एक _END
391,MAN_BM_468_1B, ONE,एक, एक _END
392,MAN_BM_469_1OO74A, ONE ZERO ZERO SEVEN FOUR,एक शून्य शून्य सात चार, एक शून्य शून्य सात चार _END
393,MAN_BM_470_22944O5A, TWO TWO NINE FOUR FOUR ZERO FIVE,दो दो नौ चार चार शून्य पांच, दो दो नौ चार चार शून्य पांच _END
394,MAN_BM_471_23786A, TWO THREE SEVEN EIGHT SIX,दो तीन सात आठ छः, दो तीन सात आठ छः _END
395,MAN_BM_472_23ZA, TWO THREE ZERO,दो तीन शून्य, दो तीन शून्य _END
396,MAN_BM_473_27A, TWO SEVEN,दो सात, दो सात _END
397,MAN_BM_474_28693A, TWO EIGHT SIX NINE THREE,दो आठ छः नौ तीन, दो आठ छः नौ तीन _END
398,MAN_BM_475_2A, TWO,दो, दो _END
399,MAN_BM_476_2B, TWO,दो, दो _END
400,MAN_BM_477_34Z1A, THREE FOUR ZERO ONE,तीन चार शून्य एक, तीन चार शून्य एक _END
401,MAN_BM_478_35548O7A, THREE FIVE FIVE FOUR EIGHT ZERO SEVEN,तीन पांच पांच चार आठ शून्य सात, तीन पांच पांच चार आठ शून्य सात _END
402,MAN_BM_479_3593A, THREE FIVE NINE THREE,तीन पांच नौ तीन, तीन पांच नौ तीन _END
403,MAN_BM_480_3A, THREE,तीन, तीन _END
404,MAN_BM_481_3B, THREE,तीन, तीन _END
405,MAN_BM_482_3OOA, THREE ZERO ZERO,तीन शून्य शून्य, तीन शून्य शून्य _END
406,MAN_BM_483_413A, FOUR ONE THREE,चार एक तीन, चार एक तीन _END
407,MAN_BM_484_4218A, FOUR TWO ONE EIGHT,चार दो एक आठ, चार दो एक आठ _END
408,MAN_BM_485_463255OA, FOUR SIX THREE TWO FIVE FIVE ZERO,चार छः तीन दो पांच पांच शून्य, चार छः तीन दो पांच पांच शून्य _END
409,MAN_BM_486_46A, FOUR SIX,चार छः, चार छः _END
410,MAN_BM_487_49158A, FOUR NINE ONE FIVE EIGHT,चार नौ एक पांच आठ, चार नौ एक पांच आठ _END
411,MAN_BM_488_4A, FOUR,चार, चार _END
412,MAN_BM_489_4B, FOUR,चार, चार _END
